date,close,code
2015-07-23,1.029,001724
2015-07-24,1.029,001724
2015-07-27,1.029,001724
2015-07-28,1.029,001724
2015-07-29,1.029,001724
2015-07-30,1.029,001724
2015-07-31,1.029,001724
2015-08-03,1.029,001724
2015-08-04,1.029,001724
2015-08-05,1.029,001724
2015-08-06,1.029,001724
2015-08-07,1.029,001724
2015-08-10,1.029,001724
2015-08-11,1.029,001724
2015-08-12,1.029,001724
2015-08-13,1.029,001724
2015-08-14,1.029,001724
2015-08-17,1.029,001724
2015-08-18,1.028,001724
2015-08-19,1.028,001724
2015-08-20,1.028,001724
2015-08-21,1.028,001724
2015-08-24,1.028,001724
2015-08-25,1.027,001724
2015-08-26,1.027,001724
2015-08-27,1.027,001724
2015-08-28,1.028,001724
2015-08-31,1.028,001724
2015-09-01,1.028,001724
2015-09-02,1.028,001724
2015-09-07,1.028,001724
2015-09-08,1.028,001724
2015-09-09,1.028,001724
2015-09-10,1.028,001724
2015-09-11,1.028,001724
2015-09-14,1.028,001724
2015-09-15,1.028,001724
2015-09-16,1.029,001724
2015-09-17,1.028,001724
2015-09-18,1.029,001724
2015-09-21,1.029,001724
2015-09-22,1.029,001724
2015-09-23,1.029,001724
2015-09-24,1.029,001724
2015-09-25,1.029,001724
2015-09-28,1.029,001724
2015-09-29,1.029,001724
2015-09-30,1.029,001724
2015-10-08,1.03,001724
2015-10-09,1.03,001724
2015-10-12,1.03,001724
2015-10-13,1.031,001724
2015-10-14,1.031,001724
2015-10-15,1.032,001724
2015-10-16,1.032,001724
2015-10-19,1.032,001724
2015-10-20,1.032,001724
2015-10-21,1.032,001724
2015-10-22,1.032,001724
2015-10-23,1.032,001724
2015-10-26,1.033,001724
2015-10-27,1.033,001724
2015-10-28,1.034,001724
2015-10-29,1.034,001724
2015-10-30,1.034,001724
2015-11-02,1.034,001724
2015-11-03,1.034,001724
2015-11-04,1.034,001724
2015-11-05,1.034,001724
2015-11-06,1.034,001724
2015-11-09,1.032,001724
2015-11-10,1.031,001724
2015-11-11,1.032,001724
2015-11-12,1.032,001724
2015-11-13,1.032,001724
2015-11-16,1.032,001724
2015-11-17,1.032,001724
2015-11-18,1.031,001724
2015-11-19,1.032,001724
2015-11-20,1.032,001724
2015-11-23,1.032,001724
2015-11-24,1.032,001724
2015-11-25,1.032,001724
2015-11-26,1.032,001724
2015-11-27,1.031,001724
2015-11-30,1.032,001724
2015-12-01,1.032,001724
2015-12-02,1.033,001724
2015-12-03,1.034,001724
2015-12-04,1.034,001724
2015-12-07,1.034,001724
2015-12-08,1.034,001724
2015-12-09,1.034,001724
2015-12-10,1.034,001724
2015-12-11,1.034,001724
2015-12-14,1.035,001724
2015-12-15,1.035,001724
2015-12-16,1.035,001724
2015-12-17,1.036,001724
2015-12-18,1.036,001724
2015-12-21,1.037,001724
2015-12-22,1.037,001724
2015-12-23,1.038,001724
2015-12-24,1.038,001724
2015-12-25,1.039,001724
2015-12-28,1.04,001724
2015-12-29,1.041,001724
2015-12-30,1.041,001724
2015-12-31,1.041,001724
2016-01-04,1.039,001724
2016-01-05,1.039,001724
2016-01-06,1.04,001724
2016-01-07,1.039,001724
2016-01-08,1.041,001724
2016-01-11,1.04,001724
2016-01-12,1.041,001724
2016-01-13,1.041,001724
2016-01-14,1.042,001724
2016-01-15,1.041,001724
2016-01-18,1.041,001724
2016-01-19,1.042,001724
2016-01-20,1.041,001724
2016-01-21,1.041,001724
2016-01-22,1.041,001724
2016-01-25,1.041,001724
2016-01-26,1.039,001724
2016-01-27,1.038,001724
2016-01-28,1.037,001724
2016-01-29,1.038,001724
2016-02-01,1.038,001724
2016-02-02,1.038,001724
2016-02-03,1.038,001724
2016-02-04,1.039,001724
2016-02-05,1.039,001724
2016-02-15,1.04,001724
2016-02-16,1.04,001724
2016-02-17,1.04,001724
2016-02-18,1.04,001724
2016-02-19,1.041,001724
2016-02-22,1.041,001724
2016-02-23,1.041,001724
2016-02-24,1.041,001724
2016-02-25,1.04,001724
2016-02-26,1.041,001724
2016-02-29,1.04,001724
2016-03-01,1.041,001724
2016-03-02,1.042,001724
2016-03-03,1.042,001724
2016-03-04,1.042,001724
2016-03-07,1.043,001724
2016-03-08,1.043,001724
2016-03-09,1.043,001724
2016-03-10,1.044,001724
2016-03-11,1.044,001724
2016-03-14,1.045,001724
2016-03-15,1.046,001724
2016-03-16,1.046,001724
2016-03-17,1.047,001724
2016-03-18,1.047,001724
2016-03-21,1.048,001724
2016-03-22,1.048,001724
2016-03-23,1.048,001724
2016-03-24,1.048,001724
2016-03-25,1.049,001724
2016-03-28,1.049,001724
2016-03-29,1.049,001724
2016-03-30,1.049,001724
2016-03-31,1.05,001724
2016-04-01,1.05,001724
2016-04-05,1.05,001724
2016-04-06,1.05,001724
2016-04-07,1.049,001724
2016-04-08,1.049,001724
2016-04-11,1.049,001724
2016-04-12,1.048,001724
