date,open,close,high,low,volume,turnover,increase,increase_rate,increase_amount,exchange_rate,code
2019-07-22,42.58,49.53,68.13,35.12,323797,1446078947.0,124.0,86.06,22.91,79.48,688005
2019-07-23,40.75,41.7,44.85,39.49,130146,553993326.0,10.82,-15.81,-7.83,31.95,688005
2019-07-24,42.01,44.36,44.5,42.01,121084,525497307.0,5.97,6.38,2.66,29.72,688005
2019-07-25,45.5,48.92,51.5,45.5,184237,888863232.0,13.53,10.28,4.56,45.23,688005
2019-07-26,48.0,44.69,48.0,44.58,112871,518630655.0,6.99,-8.65,-4.23,27.71,688005
2019-07-29,45.55,47.85,48.31,45.55,107378,507260805.0,6.18,7.07,3.16,26.36,688005
2019-07-30,48.7,49.86,50.88,47.68,156916,779726820.0,6.69,4.2,2.01,38.52,688005
2019-07-31,50.0,51.2,51.5,48.46,146540,738119065.0,6.1,2.69,1.34,35.97,688005
2019-08-01,50.22,55.14,55.98,49.68,177320,936886010.0,12.3,7.7,3.94,43.53,688005
2019-08-02,53.5,58.37,61.99,53.0,205827,1188930240.0,16.3,5.86,3.23,50.53,688005
2019-08-05,58.38,67.2,67.2,56.0,192362,1193789846.0,19.19,15.13,8.83,47.22,688005
2019-08-06,65.0,59.0,69.46,57.0,212892,1395813644.0,18.54,-12.2,-8.2,52.26,688005
2019-08-07,61.2,61.7,63.44,57.02,134029,806963952.0,10.88,4.58,2.7,32.9,688005
2019-08-08,61.2,56.1,62.01,56.01,108767,638008733.0,9.72,-9.08,-5.6,26.7,688005
2019-08-09,56.99,53.12,56.99,52.29,96521,520605328.0,8.38,-5.31,-2.98,23.69,688005
2019-08-12,53.0,51.38,53.48,49.47,77617,397635126.0,7.55,-3.28,-1.74,19.05,688005
2019-08-13,51.5,53.3,53.31,51.0,77517,405160462.0,4.5,3.74,1.92,19.03,688005
2019-08-14,54.0,54.04,55.05,53.5,69459,377147026.0,2.91,1.39,0.74,17.05,688005
2019-08-15,52.0,54.95,54.97,51.62,58545,314876559.0,6.2,1.68,0.91,14.37,688005
2019-08-16,57.01,55.12,58.48,55.02,92642,526618535.0,6.3,0.31,0.17,22.74,688005
2019-08-19,54.6,54.51,55.5,53.01,67169,363732330.0,4.52,-1.11,-0.61,16.49,688005
2019-08-20,53.65,53.35,54.8,53.29,43098,232431382.0,2.77,-2.13,-1.16,10.58,688005
2019-08-21,53.35,49.07,53.66,48.7,76543,385853904.0,9.3,-8.02,-4.28,18.79,688005
2019-08-22,49.0,48.59,49.74,48.0,39524,192692007.0,3.55,-0.98,-0.48,9.7,688005
2019-08-23,48.91,45.45,49.0,44.4,72928,339483157.0,9.47,-6.46,-3.14,17.9,688005
