date,open,close,high,low,volume,turnover,increase,increase_rate,increase_amount,exchange_rate,code
2014-01-24,18.0,18.0,18.0,18.0,300,540000.0,0.0,0.0,0.0,0.05,430476
2014-02-24,2.56,6.73,18.6,2.56,1185,797760.0,89.11,-62.61,-11.27,0.2,430476
2014-02-25,18.8,18.8,18.8,18.8,300,564000.0,0.0,179.35,12.07,0.05,430476
2014-04-16,1.18,1.18,1.18,1.18,3500,367500.0,0.0,-93.72,-17.62,0.6,430476
2014-04-17,1.18,1.18,1.18,1.18,1200,126000.0,0.0,0.0,0.0,0.2,430476
2014-04-18,18.13,18.13,18.13,18.13,110,198000.0,0.0,1436.44,16.95,0.02,430476
2014-07-25,14.13,14.13,14.13,14.13,300,420000.0,0.0,-22.06,-4.0,0.05,430476
2014-07-29,14.13,14.13,14.13,14.13,10,14000.0,0.0,0.0,0.0,0.0,430476
2014-08-01,7.23,7.23,7.23,7.23,10,7100.0,0.0,-48.83,-6.9,0.0,430476
2014-08-04,3.73,3.74,9.13,3.73,6520,2356100.0,74.69,-48.27,-3.49,1.11,430476
2014-08-05,7.23,7.23,7.23,7.23,10,7100.0,0.0,93.32,3.49,0.0,430476
2014-08-06,9.13,9.13,9.13,9.13,5000,4500000.0,0.0,26.28,1.9,0.85,430476
2014-08-08,9.13,9.13,9.13,9.13,1000,900000.0,0.0,0.0,0.0,0.17,430476
2014-08-12,13.63,13.63,13.63,13.63,200,270000.0,0.0,49.29,4.5,0.03,430476
2014-08-25,13.28,12.96,13.28,11.53,530,649880.0,12.84,-4.92,-0.67,0.09,430476
2014-08-26,13.08,13.12,13.22,12.93,80,103550.0,2.24,1.23,0.16,0.01,430476
2014-08-27,13.08,12.32,25.54,12.03,280,369170.0,102.97,-6.1,-0.8,0.05,430476
2014-08-28,12.13,12.03,12.13,12.03,50,59900.0,0.81,-2.35,-0.29,0.01,430476
2014-08-29,11.94,11.88,12.1,11.83,70,82430.0,2.24,-1.25,-0.15,0.01,430476
2014-09-01,11.73,11.79,11.79,11.73,90,104800.0,0.51,-0.76,-0.09,0.02,430476
2014-09-02,11.93,11.73,11.93,11.73,40,46800.0,1.7,-0.51,-0.06,0.01,430476
2014-09-03,11.73,11.73,11.73,11.73,10,11600.0,0.0,0.0,0.0,0.0,430476
2014-09-04,11.69,11.65,11.69,11.61,30,34560.0,0.68,-0.68,-0.08,0.01,430476
2014-09-05,11.73,11.72,11.73,11.72,20,23190.0,0.09,0.6,0.07,0.0,430476
2014-09-09,11.82,11.89,11.89,11.82,20,23450.0,0.6,1.45,0.17,0.0,430476
2014-09-10,12.03,12.03,12.03,12.03,10,11900.0,0.0,1.18,0.14,0.0,430476
2014-09-11,12.13,12.11,12.13,12.03,70,83480.0,0.83,0.67,0.08,0.01,430476
2014-09-12,12.13,12.13,12.13,12.13,10,12000.0,0.0,0.17,0.02,0.0,430476
2014-09-15,11.73,11.98,11.98,11.73,30,35150.0,2.06,-1.24,-0.15,0.01,430476
2014-09-16,12.03,11.84,12.05,11.84,190,225390.0,1.75,-1.17,-0.14,0.03,430476
2014-09-17,11.64,11.56,12.0,11.55,190,218300.0,3.8,-2.36,-0.28,0.03,430476
2014-09-18,11.89,11.62,11.89,11.62,70,81090.0,2.34,0.52,0.06,0.01,430476
2014-09-19,11.9,11.58,11.91,11.58,40,46500.0,2.84,-0.34,-0.04,0.01,430476
2014-09-22,11.9,11.91,11.91,11.9,30,35320.0,0.09,2.85,0.33,0.01,430476
2014-09-23,11.96,11.96,11.96,11.96,20,23660.0,0.0,0.42,0.05,0.0,430476
2014-09-24,12.01,11.93,12.01,11.93,60,71040.0,0.67,-0.25,-0.03,0.01,430476
2014-09-29,11.84,11.88,12.06,11.84,140,165300.0,1.84,-0.42,-0.05,0.02,430476
2014-09-30,12.06,12.03,12.11,11.93,110,130930.0,1.52,1.26,0.15,0.02,430476
2014-10-08,12.16,12.2,12.2,11.87,150,178160.0,2.74,1.41,0.17,0.03,430476
2014-10-09,11.94,12.29,12.29,11.94,20,23970.0,2.87,0.74,0.09,0.0,430476
2014-10-10,11.98,12.42,12.42,11.98,20,24140.0,3.58,1.06,0.13,0.0,430476
2014-10-13,12.03,12.38,12.38,12.02,370,442350.0,2.9,-0.32,-0.04,0.06,430476
2014-10-14,12.73,12.46,12.73,12.42,140,174350.0,2.5,0.65,0.08,0.02,430476
2014-10-15,12.33,12.61,12.61,12.33,20,24680.0,2.25,1.2,0.15,0.0,430476
2014-10-16,12.23,12.65,12.65,12.23,20,24620.0,3.33,0.32,0.04,0.0,430476
2014-10-17,12.39,12.74,12.74,12.39,20,24870.0,2.77,0.71,0.09,0.0,430476
2014-10-20,12.63,12.63,12.63,12.63,10,12500.0,0.0,-0.86,-0.11,0.0,430476
2014-10-21,12.45,13.0,13.0,12.45,20,25190.0,4.35,2.93,0.37,0.0,430476
2014-10-22,12.55,12.93,12.93,12.53,50,62730.0,3.08,-0.54,-0.07,0.01,430476
2014-10-24,12.64,13.07,13.07,12.64,20,25450.0,3.33,1.08,0.14,0.0,430476
2014-10-27,12.78,13.14,13.14,12.78,20,25660.0,2.75,0.54,0.07,0.0,430476
2014-10-29,12.72,12.72,12.72,12.71,40,50340.0,0.08,-3.2,-0.42,0.01,430476
2014-11-06,12.64,12.68,12.68,12.64,50,62620.0,0.31,-0.31,-0.04,0.01,430476
2014-11-07,12.69,12.74,12.74,12.43,30,37470.0,2.44,0.47,0.06,0.01,430476
2014-11-10,12.69,12.69,12.69,12.69,10,12560.0,0.0,-0.39,-0.05,0.0,430476
2014-11-11,12.24,12.65,12.65,12.24,80,97290.0,3.23,-0.32,-0.04,0.01,430476
2014-11-13,12.24,12.68,12.68,12.24,520,630370.0,3.48,0.24,0.03,0.09,430476
2014-11-14,12.36,12.36,12.36,12.36,10,12230.0,0.0,-2.52,-0.32,0.0,430476
2014-11-17,12.33,12.39,12.39,12.33,110,134800.0,0.49,0.24,0.03,0.02,430476
2014-11-20,12.23,12.43,12.43,12.23,130,159240.0,1.61,0.32,0.04,0.02,430476
2014-11-21,12.51,12.67,12.67,12.51,110,137160.0,1.29,1.93,0.24,0.02,430476
2014-11-24,12.71,12.91,12.91,12.71,100,126860.0,1.58,1.89,0.24,0.02,430476
2014-11-25,12.94,12.94,12.94,12.94,10,12810.0,0.0,0.23,0.03,0.0,430476
2014-11-26,12.49,12.81,12.81,12.38,110,135290.0,3.32,-1.0,-0.13,0.02,430476
2014-12-01,12.83,12.83,12.83,12.83,10,12700.0,0.0,0.16,0.02,0.0,430476
2014-12-03,12.84,12.84,12.84,12.84,10,12710.0,0.0,0.08,0.01,0.0,430476
2014-12-08,12.82,12.88,12.88,12.71,40,50770.0,1.32,0.31,0.04,0.01,430476
2014-12-10,12.31,12.3,12.31,12.3,20,24350.0,0.08,-4.5,-0.58,0.0,430476
2014-12-19,12.27,12.86,12.86,12.25,40,49120.0,4.96,4.55,0.56,0.01,430476
2014-12-23,12.23,12.77,12.77,12.2,2150,2606990.0,4.43,-0.7,-0.09,0.37,430476
2014-12-26,12.77,12.81,12.81,12.77,50,63250.0,0.31,0.31,0.04,0.01,430476
2014-12-29,12.21,12.53,12.53,12.17,380,458180.0,2.81,-2.19,-0.28,0.06,430476
2014-12-30,12.79,12.63,12.88,12.63,100,126530.0,2.0,0.8,0.1,0.02,430476
2015-01-05,12.73,12.79,12.82,12.49,400,498870.0,2.61,1.27,0.16,0.07,430476
2015-01-13,12.62,12.68,12.68,12.62,120,150420.0,0.47,-0.86,-0.11,0.02,430476
